session_id,start_timestamp,end_timestamp,original_length,used_length,sequence
b2718b62-d35a-43d6-b13c-8d07aee6524c,1775641625847.0,1775641923052.0,13,14,[CLS] HOME|START_SESSION|NONE HOME|ENTER_HOME|NONE HOME|CHECK_PRICE|HOVER_SHORT HOME|INACTIVE|GAP_SHORT HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_MEDIUM HOME|TAB_RETURN|GAP_LONG HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|TAB_OUT|NONE
51103c13-7ae7-4008-b600-4f89f5d94219,1775722899418.0,1775724924191.0,63,64,[CLS] HOME|START_SESSION|NONE HOME|ENTER_HOME|NONE HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_SHORT HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG PRODUCT|ENTER_PRODUCT|NONE PRODUCT|CLICK_ELEMENT|CLICK PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|START_SESSION|NONE PRODUCT|CHECK_PRICE|HOVER_LONG PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_SHORT PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_MEDIUM PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_SHORT PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE
6ec92418-0b4f-468d-83ac-499cc940a566,1775960813465.0,1775960897879.0,72,73,[CLS] HOME|START_SESSION|NONE HOME|ENTER_HOME|NONE HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|CHECK_PRICE|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_HIGH HOME|SCROLL_HOME|SCROLL_MID HOME|CHECK_PRICE|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CHECK_PRICE|HOVER_SHORT HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_LONG HOME|CHECK_PRICE|HOVER_SHORT PRODUCT|ENTER_PRODUCT|NONE PRODUCT|CLICK_ELEMENT|CLICK PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_SHORT PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_MEDIUM PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|ENTER_PRODUCT|NONE PRODUCT|CLICK_ELEMENT|CLICK PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|CHECK_PRICE|HOVER_SHORT HOME|ENTER_HOME|NONE HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|CHECK_PRICE|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_HIGH HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|CHECK_SHIPPING|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH CART|ENTER_CART|NONE CART|CLICK_ELEMENT|CLICK CART|SCROLL_PAGE|SCROLL_HIGH CART|SCROLL_PAGE|SCROLL_MID CART|SCROLL_PAGE|SCROLL_LOW CART|HOVER_ELEMENT|HOVER_SHORT CHECKOUT|ENTER_CHECKOUT|NONE CHECKOUT|CLICK_ELEMENT|CLICK CHECKOUT|CLICK_BUY|CLICK CHECKOUT|SCROLL_PAGE|SCROLL_LOW CHECKOUT|SCROLL_PAGE|SCROLL_MID CHECKOUT|SCROLL_PAGE|SCROLL_HIGH CHECKOUT|CLICK_ELEMENT|CLICK CHECKOUT|EDIT_INPUT|CHANGE CHECKOUT|SCROLL_PAGE|SCROLL_HIGH CHECKOUT|SCROLL_PAGE|SCROLL_MID CHECKOUT|SCROLL_PAGE|SCROLL_LOW
e62a58bb-dac5-4dea-bf32-89d533dcd2aa,1775961208762.0,1775961229357.0,19,20,[CLS] HOME|START_SESSION|NONE HOME|ENTER_HOME|NONE HOME|CHECK_PRICE|HOVER_SHORT UNKNOWN|ENTER_UNKNOWN|NONE HOME|CLICK_ELEMENT|CLICK HOME|START_INPUT|FOCUS HOME|HOVER_ELEMENT|HOVER_SHORT HOME|EDIT_INPUT|BLUR HOME|ABANDON_INPUT|EMPTY HOME|ENTER_HOME|NONE HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|HOVER_ELEMENT|HOVER_SHORT HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|TAB_OUT|NONE
f1d12e22-ef06-493d-97e7-6cc5aa9ad86d,1776055462621.0,1776060146204.0,46,47,[CLS] UNKNOWN|START_SESSION|NONE UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|START_SESSION|NONE UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|HOVER_ELEMENT|HOVER_SHORT UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|HOVER_ELEMENT|HOVER_SHORT UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|TAB_OUT|NONE UNKNOWN|START_SESSION|NONE UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|TAB_OUT|NONE UNKNOWN|START_SESSION|NONE UNKNOWN|TAB_OUT|NONE UNKNOWN|START_SESSION|NONE UNKNOWN|INACTIVE|GAP_MEDIUM UNKNOWN|TAB_OUT|NONE UNKNOWN|TAB_RETURN|GAP_SHORT UNKNOWN|CLICK_ELEMENT|CLICK UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_MEDIUM UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_MEDIUM UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|START_SESSION|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_UNKNOWN UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE
08a47b6e-271a-42e7-9d33-35d2fba97176,1776058787390.0,1776059033842.0,35,36,[CLS] HOME|START_SESSION|NONE HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_UNKNOWN HOME|INACTIVE|GAP_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_LONG HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_LONG HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|START_INPUT|FOCUS HOME|CLICK_ELEMENT|CLICK HOME|EDIT_INPUT|BLUR HOME|ABANDON_INPUT|EMPTY HOME|TAB_OUT|NONE HOME|START_SESSION|NONE HOME|TAB_OUT|NONE HOME|START_SESSION|NONE HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_SHORT HOME|TAB_OUT|NONE
f8700edb-6e70-4a75-b972-bb407974327d,1776059777768.0,1776061980681.0,79,80,[CLS] HOME|START_SESSION|NONE HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_UNKNOWN HOME|INACTIVE|GAP_LONG HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|CLICK HOME|ADD_CART|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|CLICK HOME|ADD_CART|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_LONG HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_LONG HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_LONG HOME|START_INPUT|FOCUS HOME|CLICK_ELEMENT|CLICK HOME|EDIT_INPUT|CHANGE HOME|HOVER_ELEMENT|HOVER_LONG HOME|EDIT_INPUT|BLUR HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|START_INPUT|FOCUS HOME|CLICK_ELEMENT|CLICK HOME|EDIT_INPUT|CHANGE HOME|HOVER_ELEMENT|HOVER_SHORT HOME|EDIT_INPUT|BLUR HOME|CLICK_BUY|CLICK HOME|TAB_OUT|NONE HOME|START_SESSION|NONE HOME|SCROLL_HOME|SCROLL_LOW HOME|CLICK_ELEMENT|CLICK HOME|SCROLL_HOME|SCROLL_UNKNOWN HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CLICK_ELEMENT|CLICK HOME|INACTIVE|GAP_LONG HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_UNKNOWN HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_HIGH HOME|INACTIVE|GAP_MEDIUM HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_SHORT HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|SCROLL_HOME|SCROLL_HIGH HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_UNKNOWN HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_SHORT HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|TAB_OUT|NONE
fdb238a7-9990-4638-a820-52e71f7a8214,1776061227859.0,1776063426536.0,12,13,[CLS] UNKNOWN|START_SESSION|NONE UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|HOVER_ELEMENT|HOVER_SHORT UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE UNKNOWN|INACTIVE|GAP_LONG UNKNOWN|TAB_RETURN|GAP_LONG UNKNOWN|TAB_OUT|NONE
b365578e-5451-42a4-a3dd-3952b6e07d5d,1776061259655.0,1776132089469.0,89,90,[CLS] HOME|START_SESSION|NONE HOME|ENTER_HOME|NONE HOME|CHECK_PRICE|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CHECK_PRICE|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW PRODUCT|ENTER_PRODUCT|NONE PRODUCT|CLICK_ELEMENT|CLICK PRODUCT|SCROLL_PRODUCT|SCROLL_HIGH PRODUCT|SCROLL_PRODUCT|SCROLL_LOW PRODUCT|SCROLL_PRODUCT|SCROLL_MID PRODUCT|SCROLL_PRODUCT|SCROLL_HIGH PRODUCT|CHECK_SHIPPING|HOVER_SHORT PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|SCROLL_PRODUCT|SCROLL_LOW PRODUCT|SCROLL_PRODUCT|SCROLL_UNKNOWN PRODUCT|SCROLL_PRODUCT|SCROLL_HIGH PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|SCROLL_PRODUCT|SCROLL_HIGH PRODUCT|SCROLL_PRODUCT|SCROLL_UNKNOWN PRODUCT|CHECK_SHIPPING|HOVER_SHORT PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|CHECK_SHIPPING|HOVER_SHORT PRODUCT|INACTIVE|GAP_MEDIUM PRODUCT|HOVER_ELEMENT|HOVER_LONG PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|INACTIVE|GAP_LONG PRODUCT|HOVER_ELEMENT|HOVER_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|CHECK_PRICE|CLICK PRODUCT|CHECK_PRICE|HOVER_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|INACTIVE|GAP_MEDIUM PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|TAB_RETURN|GAP_SHORT PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|TAB_OUT|NONE PRODUCT|INACTIVE|GAP_LONG PRODUCT|TAB_RETURN|GAP_LONG PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|ENTER_PRODUCT|NONE PRODUCT|CLICK_ELEMENT|CLICK PRODUCT|HOVER_ELEMENT|HOVER_SHORT PRODUCT|TAB_OUT|NONE
4641ee55-8750-47f9-af8c-97df418c4285,1776061867609.0,1776062683091.0,34,35,[CLS] HOME|START_SESSION|NONE HOME|HOVER_ELEMENT|HOVER_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|CHECK_SHIPPING|HOVER_SHORT HOME|HOVER_ELEMENT|HOVER_SHORT HOME|SCROLL_HOME|SCROLL_LOW HOME|SCROLL_HOME|SCROLL_MID HOME|SCROLL_HOME|SCROLL_LOW HOME|HOVER_ELEMENT|HOVER_SHORT HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|ADD_CART|HOVER_SHORT HOME|INACTIVE|GAP_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|HOVER_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|HOVER_LONG HOME|HOVER_ELEMENT|HOVER_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|INACTIVE|GAP_LONG HOME|HOVER_ELEMENT|HOVER_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|ADD_CART|HOVER_SHORT HOME|INACTIVE|GAP_LONG HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|TAB_OUT|NONE HOME|INACTIVE|GAP_LONG HOME|TAB_RETURN|GAP_LONG HOME|HOVER_ELEMENT|HOVER_SHORT HOME|TAB_OUT|NONE HOME|TAB_RETURN|GAP_MEDIUM HOME|TAB_OUT|NONE
